Nombre;Latitud;Longitud;Dependencia;Region;Comuna;Ruralidad;Matricula_Total
Escuela Municipal Pailimo;-34,292789;-71,788033;Municipal;LGBO;Marchihue;Rural;129
Escuela Municipal San Miguel Viluco;-34,29657;-71,622658;Municipal;LGBO;Marchihue;Rural;23
Escuela Union De Mujeres Americanas;-34,64286;-72,036507;Municipal;LGBO;Paredones;Urbano;131
Esc.Basica Mercedes Urzua Diaz;-34,643921;-71,899361;Municipal;LGBO;Paredones;Urbano;357
Escuela Municipal San Pedro De Alcantara;-34,769501;-71,836517;Municipal;LGBO;Paredones;Rural;78
Escuela Municipal Albertina Valenzuela;-34,78038;-71,872124;Municipal;LGBO;Paredones;Rural;49
Escuela Luis Artemon Perez A.;-34,744011;-71,961853;Municipal;LGBO;Paredones;Rural;5
Escuela Santa Ana De La Poblacion;-34,70076;-71,884911;Municipal;LGBO;Paredones;Rural;9
Escuela Los Copihues Del Calvario;-34,596729;-71,882568;Municipal;LGBO;Paredones;Rural;11
Escuela Municipal Los Briones;-34,746368;-71,916733;Municipal;LGBO;Paredones;Rural;2
Escuela Municipal El Cardal;-34,708839;-71,988724;Municipal;LGBO;Paredones;Rural;2
Escuela Municipal Lo Valdivia;-34,692829;-72,012444;Municipal;LGBO;Paredones;Rural;5
Escuela Municipal Esmeralda;-34,62851;-71,995537;Municipal;LGBO;Paredones;Rural;5
Escuela Las Carmelitas;-34,574589;-71,942383;Municipal;LGBO;Paredones;Rural;18
Centro Educativo Integral De Curico (Ceic);-34,99466324;-71,2441864;Municipal;MAULE;Curicó;Urbano;196
Esc.Capllan Jose Luis Lopez Carrasco;-34,98008347;-71,23406982;Municipal;MAULE;Curicó;Urbano;161
Liceo Fernando Lazcano;-34,985668;-71,24015;Municipal;MAULE;Curicó;Urbano;361
Colegio Deportivo Luis Cruz Martinez;-34,98592;-71,239143;Municipal;MAULE;Curicó;Urbano;542
Colegio Alessandri;-34,975231;-71,222633;Municipal;MAULE;Curicó;Urbano;602
Escuela Presidente J.M.Balmaceda;-34,972649;-71,23082;Municipal;MAULE;Curicó;Urbano;123
Escuela Palestina;-34,986382;-71,242447;Municipal;MAULE;Curicó;Urbano;503
Colegio Polivalente Japón;-34,990822;-71,248871;Municipal;MAULE;Curicó;Urbano;229
Escuela Republica De Brasil;-34,978691;-71,239487;Municipal;MAULE;Curicó;Urbano;254
Escuela Grecia;-34,9949;-71,23912;Municipal;MAULE;Curicó;Urbano;241
Escuela Ernesto Castro Arellano;-34,97934;-71,239143;Municipal;MAULE;Curicó;Urbano;191
Colegio Uruguay;-34,976299;-71,25267;Municipal;MAULE;Curicó;Urbano;401
Escuela Espana;-34,987869;-71,23716;Municipal;MAULE;Curicó;Urbano;868
Escuela Cataluna;-34,992081;-71,236588;Municipal;MAULE;Curicó;Urbano;287
Colegio De Arte Y Cultura San Antonio;-34,98978424;-71,23132324;Municipal;MAULE;Curicó;Urbano;164
Escuela Republica Argentina;-34,997002;-71,243202;Municipal;MAULE;Curicó;Urbano;173
Colegio Los Conquistadores;-34,996761;-71,256088;Municipal;MAULE;Curicó;Urbano;170
Escuela Maria Ines Rodriguez;-34,97538;-71,226593;Municipal;MAULE;Curicó;Urbano;79
Centro Integrado De Educacion De Adultos De Curico;-34,99618149;-71,23509216;Municipal;MAULE;Curicó;Urbano;146
Escuela Republica Estados Unidos;-35,064548;-71,169731;Municipal;MAULE;Curicó;Rural;486
Centro Educativo Potrero Grande;-35,18095;-71,105637;Municipal;MAULE;Curicó;Rural;49
Escuela Maria Olga Figueroa Leyton;-34,9312610873219;-71,196356839662;Municipal;MAULE;Curicó;Rural;306
Escuela Diego Portales P.;-35,124668;-71,147751;Municipal;MAULE;Curicó;Rural;207
Colegio Multicultural Rayen Mapu;-34,979092;-71,340469;Municipal;MAULE;Curicó;Rural;99
Escuela El Maitenal;-34,96105;-71,2913715;Municipal;MAULE;Curicó;Rural;44
Escuela La Obra;-35,023209;-71,219383;Municipal;MAULE;Curicó;Rural;189
Escuela El Porvenir;-35,002911;-71,189919;Municipal;MAULE;Curicó;Rural;56
Escuela Republica De Italia;-35,12598;-71,147392;Municipal;MAULE;Curicó;Rural;145
Escuela Isla De Marchant;-34,93924;-71,263573;Municipal;MAULE;Curicó;Rural;136
Escuela Ramon Freire;-34,9578;-71,1241;Municipal;MAULE;Curicó;Rural;36
Escuela Victor Vergara Campos;-34,900959;-71,196083;Municipal;MAULE;Curicó;Rural;33
Escuela Los Cristales;-34,979752;-71,194832;Municipal;MAULE;Curicó;Urbano;60
Escuela Jose D. Morales Diaz;-35,133129;-71,040672;Municipal;MAULE;Curicó;Rural;11
Escuela Pablo Neruda;-35,096889;-71,080597;Municipal;MAULE;Curicó;Rural;34
Escuela Monte Oscuro;-35,12524414;-70,96816254;Municipal;MAULE;Curicó;Rural;0
Escuela El Maiten;-35,053248;-71,223242;Municipal;MAULE;Curicó;Rural;124
Escuela Holanda;-34,918449;-71,236679;Municipal;MAULE;Curicó;Rural;90
Colegio San Ramon Nonato;-34,989792;-71,241379;Part. Subvencionado;MAULE;Curicó;Urbano;1687
C.Educ.Mons.Manuel Larrain Errazuriz.;-34,981758;-71,227737;Part. Subvencionado;MAULE;Curicó;Urbano;975
Colegio Santo Tomas De Curico;-34,988029;-71,239807;Part. Subvencionado;MAULE;Curicó;Urbano;1173
Liceo Teno;-34,87067;-71,164963;Municipal;MAULE;Teno;Urbano;462
Escuela Teno;-34,871998;-71,166489;Municipal;MAULE;Teno;Urbano;498
Escuela Comalle;-34,84874;-71,26944;Municipal;MAULE;Teno;Rural;260
Escuela Hacienda Teno;-34,87769318;-71,22528839;Municipal;MAULE;Teno;Rural;0
Escuela La Purisima;-34,8721796145973;-71,08588598269;Part. Subvencionado;MAULE;Teno;Rural;115
Escuela Morza;-34,911659;-71,001167;Municipal;MAULE;Teno;Rural;100
Escuela Monterilla;-34,822528;-71,069336;Municipal;MAULE;Teno;Rural;154
Escuela Susana Montes Velasco;-34,921051;-71,028397;Municipal;MAULE;Teno;Rural;289
Escuela Las Arboledas;-34,86201;-71,197349;Municipal;MAULE;Teno;Rural;276
Esc. Manuel Rodriguez Erdoiza;-34,959221;-70,971161;Municipal;MAULE;Teno;Rural;154
Escuela Alborada Ventana Del Bajo;-34,9165518926155;-71,0743120734427;Municipal;MAULE;Teno;Rural;124
Escuela Huemul;-34,834999;-70,99366;Municipal;MAULE;Teno;Rural;71
Escuela Las Liras;-34,86644;-71,021156;Municipal;MAULE;Teno;Rural;34
Escuela San Rafael;-34,840351;-71,102997;Municipal;MAULE;Teno;Rural;123
Escuela El Culenar;-34,97281265;-70,87807465;Municipal;MAULE;Teno;Rural;0
Escuela Pdte Carlos Ibanez Del Campo;-34,866661;-71,067848;Municipal;MAULE;Teno;Rural;58
Escuela San Cristobal;-34,882099;-71,147583;Municipal;MAULE;Teno;Rural;358
Escuela Teniente Cruz;-34,893101;-71,102547;Municipal;MAULE;Teno;Rural;28
Escuela Los Alisos;-34,90028;-71,258881;Municipal;MAULE;Teno;Rural;95
Escuela Basica San Sebastian;-34,86396;-71,226547;Part. Subvencionado;MAULE;Teno;Rural;28
Escuela Arturo Alessandri Palma;-34,9608;-71,1251;Municipal;MAULE;Romeral;Urbano;209
Escuela Ramon Freire;-34,95853;-71,124496;Municipal;MAULE;Romeral;Urbano;372
Escuela America Latina;-34,962158;-71,172478;Municipal;MAULE;Romeral;Rural;165
Escuela Tres Esquinas;-34,96294;-71,100418;Municipal;MAULE;Romeral;Rural;234
Escuela Guaico Centro;-34,9654;-71,0474;Municipal;MAULE;Romeral;Rural;155
Escuela Basica Luis Escobar Lara;-35,0002;-70,812;Municipal;MAULE;Romeral;Rural;50
Escuela Carlos Lazcano Alfonso;-34,969158;-71,012733;Municipal;MAULE;Romeral;Rural;130
Escuela Gerardo Rodriguez Ortuzar;-34,97979;-70,983681;Municipal;MAULE;Romeral;Rural;67
Escuela Basica Gisllen E. Bernucci Giustacori;-35,00988;-71,056717;Municipal;MAULE;Romeral;Rural;51
Liceo Polivalente De Molina;-35,11079;-71,278809;Municipal;MAULE;Molina;Urbano;518
Liceo Juan Agustin Morales Gonzalez;-35,05389;-71,27597;Municipal;MAULE;Molina;Urbano;328
Escuela Presidente Eduardo Frei Montalva;-35,055099;-71,270241;Municipal;MAULE;Molina;Urbano;428
Escuela Superior De Molina;-35,11179;-71,279358;Municipal;MAULE;Molina;Urbano;298
Luis Maldonado Boggiano;-35,134739;-71,357803;Municipal;MAULE;Molina;Rural;186
Escuela El Progreso;-35,13237;-71,29026;Municipal;MAULE;Molina;Rural;210
Esc.Intern.Las Palmas Tres Esquinas;-35,169201;-71,215393;Municipal;MAULE;Molina;Rural;188
Escuela San Pedro De Molina;-35,1068;-71,294518;Municipal;MAULE;Molina;Urbano;324
Escuela Buena Paz;-35,157101;-71,175293;Municipal;MAULE;Molina;Rural;38
Escuela Casa Blanca;-35,072441;-71,256363;Municipal;MAULE;Molina;Rural;361
Escuela Quechereguas De Pichingal;-35,11903;-71,209846;Municipal;MAULE;Molina;Rural;174
Escuela Julia Catan Dabike;-35,228161;-71,09185;Municipal;MAULE;Molina;Rural;14
Escuela Buena Fe;-35,170441;-71,253029;Municipal;MAULE;Molina;Rural;17
Escuela San Jorge De Romeral;-35,1539;-71,198677;Municipal;MAULE;Molina;Rural;45
Escuela El Radal;-35,414181;-71,054939;Municipal;MAULE;Molina;Rural;5
Escuela La Palmilla;-35,197681;-71,210663;Municipal;MAULE;Molina;Rural;28
Escuela Bajo Los Romeros;-35,14809;-71,240929;Municipal;MAULE;Molina;Rural;412
Escuela El Cerrillo;-35,12849;-71,312477;Municipal;MAULE;Molina;Rural;33
Escuela Alberto Girardi Fontana;-35,194271;-71,117798;Municipal;MAULE;Molina;Rural;29
Escuela Particular Ntra.Sra.Del Transito;-35,109661;-71,278137;Part. Subvencionado;MAULE;Molina;Urbano;772
Colegio Adventista De Molina;-35,1127;-71,289;Part. Subvencionado;MAULE;Molina;Urbano;751
Escuela Villa Prat;-35,094971;-71,613113;Municipal;MAULE;Sagrada Familia;Urbano;313
Esc.De Educ.Gral. Basica Monsenor Enrique Cor;-34,9986;-71,385269;Municipal;MAULE;Sagrada Familia;Urbano;370
Escuela Santa Rosa;-35,0467;-71,310333;Municipal;MAULE;Sagrada Familia;Rural;213
Escuela La Isla;-35,027609;-71,3026811;Municipal;MAULE;Sagrada Familia;Rural;241
Escuela Lo Valdivia;-34,9967;-71,3439;Municipal;MAULE;Sagrada Familia;Rural;314
Escuela Jose Canepa Vaccarezza;-35,020241;-71,434097;Municipal;MAULE;Sagrada Familia;Rural;189
Escuela El Durazno;-35,1819214611319;-71,6505494881593;Municipal;MAULE;Sagrada Familia;Rural;4
Escuela Santa Emilia;-35,053539;-71,485626;Municipal;MAULE;Sagrada Familia;Rural;122
Escuela Eugenio Tagle Valdes;-35,0738;-71,4749;Municipal;MAULE;Sagrada Familia;Rural;101
Escuela La Higuerilla;-35,02338;-71,322403;Municipal;MAULE;Sagrada Familia;Rural;78
Escuela Santa Maria;-34,783482;-72,018028;Municipal;MAULE;Vichuquen;Rural;7
Liceo Bicentenario Hualañe;-34,975441;-71,80587;Municipal;MAULE;Hualañé;Urbano;568
Escuela La Huerta De Mataquito;-35,090488;-71,66172;Municipal;MAULE;Hualañé;Urbano;157
Escuela Carlos Correa Nunez;-34,993408;-71,758438;Municipal;MAULE;Hualañé;Rural;173
Escuela Orilla De Navarro;-35,062191;-71,619141;Municipal;MAULE;Hualañé;Rural;8
Escuela Eduardo Nunez Fuenzalida;-34,86837;-71,856712;Municipal;MAULE;Hualañé;Rural;17
Escuela Jose Santos Aliaga Rojas;-34,89476;-71,882874;Municipal;MAULE;Hualañé;Rural;7
Escuela De Barba Rubia;-34,943539;-71,652779;Municipal;MAULE;Hualañé;Rural;27
Escuela Caone;-34,95602;-71,586609;Municipal;MAULE;Hualañé;Rural;9
Escuela Amelia Vial De Concha;-35,026932;-71,72464;Municipal;MAULE;Hualañé;Rural;211
Escuela Particular Los Coipos;-34,919441;-71,667053;Part. Subvencionado;MAULE;Hualañé;Rural;22
Liceo Bicentenario Augusto Santelices Valenzuela;-34,984058;-71,985947;Municipal;MAULE;Licantén;Urbano;598
Escuela Los Copihues;-34,964241;-71,961456;Municipal;MAULE;Licantén;Rural;86
Colegio Dr. Manuel Aviles Inostroza;-34,960911;-72,184647;Municipal;MAULE;Licantén;Rural;207
Escuela Playa Linda De Lipimavida;-34,8498138;-72,1415969;Municipal;MAULE;Vichuquen;Rural;33
Liceo Tecnico Profesional Alejandro Rojas Sierra;-35,020691;-72,065231;Municipal;MAULE;Licantén;Rural;107
Liceo Nuevo Horizonte;-34,884537;-71,994246;Municipal;MAULE;Vichuquen;Urbano;147
Liceo Bicentenario De Excelencia Entre Aguas De Llico;-34,760769;-72,077698;Municipal;MAULE;Vichuquen;Rural;230
Escuela Lago Vichuquen;-34,851608;-72,040207;Municipal;MAULE;Vichuquen;Rural;106
Escuela Ema Cornejo De Cardoen;-34,689281;-72,04924;Municipal;MAULE;Vichuquen;Rural;37
Escuela Rauco;-34,925701;-71,316551;Municipal;MAULE;Rauco;Urbano;273
Escuela Los Almendros;-35,03619;-71,538567;Municipal;MAULE;Rauco;Rural;94
Escuela Luis Leyton Rubio;-34,95623;-71,345718;Municipal;MAULE;Rauco;Rural;257
Escuela La Alborada;-34,9026969;-71,2987967;Municipal;MAULE;Rauco;Rural;21
Escuela El Plumero;-34,8815;-71,266518;Municipal;MAULE;Rauco;Rural;196
Escuela El Parron;-34,921749;-71,507599;Municipal;MAULE;Rauco;Rural;4
Liceo De Cultura Y Difusion Artistica;-35,43243027;-71,66477966;Municipal;MAULE;Talca;Urbano;602
Escuela Inés Sylvester De Artozón;-35,42910004;-71,65167236;Municipal;MAULE;Talca;Urbano;127
Escuela Especial Espana;-35,40980148;-71,65207672;Municipal;MAULE;Talca;Urbano;99
Escuela Centro De Capacitacion Laboral;-35,45215988;-71,58886719;Municipal;MAULE;Talca;Rural;49
Liceo Tecnico Amelia Courbis;-35,426022;-71,660881;Municipal;MAULE;Talca;Urbano;1096
Liceo Marta Donoso Espejo;-35,422951;-71,657043;Municipal;MAULE;Talca;Urbano;1363
Liceo Industrial Superior;-35,420712;-71,667686;Municipal;MAULE;Talca;Urbano;640
Inst.Sup.De Comercio Enrique Maldonado S;-35,422909;-71,666634;Municipal;MAULE;Talca;Urbano;1198
Liceo Bicentenario Diego Portales;-35,42112;-71,670563;Municipal;MAULE;Talca;Urbano;372
Liceo Carlos Condell;-35,43597;-71,646202;Municipal;MAULE;Talca;Urbano;328
Escuela Hermano Guido Goossens;-35,442829;-71,655586;Municipal;MAULE;Talca;Urbano;206
Escuela Juan Luis Sanfuentes;-35,4203;-71,658318;Municipal;MAULE;Talca;Urbano;942
Liceo Hector Perez Biott;-35,430069;-71,6408;Municipal;MAULE;Talca;Urbano;132
Escuela Jose M. Balmaceda Y Fernandez;-35,408508;-71,643311;Municipal;MAULE;Talca;Urbano;498
Escuela Prosperidad;-35,4130235595556;-71,6570436462429;Municipal;MAULE;Talca;Urbano;325
Escuela Carlos Spano;-35,437679;-71,670883;Municipal;MAULE;Talca;Urbano;353
Escuela Las Araucarias;-35,415852;-71,664772;Municipal;MAULE;Talca;Urbano;48
Escuela Carlos Salinas Lagos;-35,429508;-71,665077;Municipal;MAULE;Talca;Urbano;742
Escuela Basica;-35,430969;-71,655899;Municipal;MAULE;Talca;Urbano;946
Escuela El Eden;-35,434662;-71,675903;Municipal;MAULE;Talca;Urbano;389
Escuela La Florida;-35,435249;-71,682747;Municipal;MAULE;Talca;Urbano;185
Escuela Villa La Paz;-35,406368;-71,659599;Municipal;MAULE;Talca;Urbano;147
Escuela Felipe Cubillos Brilla El Sol;-35,440639;-71,661438;Municipal;MAULE;Talca;Urbano;186
Escuela Aurora De Chile;-35,448601;-71,668678;Municipal;MAULE;Talca;Urbano;648
Escuela Uno San Agustin;-35,4203;-71,663963;Municipal;MAULE;Talca;Urbano;320
Escuela Jose Abelardo Nunez;-35,42865;-71,645821;Municipal;MAULE;Talca;Urbano;316
Lorenzo Varoli Gherardi;-35,434929;-71,64135;Municipal;MAULE;Talca;Urbano;269
Liceo Tecnico Profesional Aulas De Esperanza De Talca;-35,42263412;-71,66841125;Municipal;MAULE;Talca;Urbano;256
Escuela Las Americas;-35,448818;-71,6577;Municipal;MAULE;Talca;Urbano;582
Escuela Cooperativa Lircay Manuel Yañez Olave;-35,442131;-71,638184;Municipal;MAULE;Talca;Urbano;352
Escuela Costanera;-35,436501;-71,658882;Municipal;MAULE;Talca;Urbano;181
Escuela Antupehuen;-35,448528;-71,649063;Municipal;MAULE;Talca;Urbano;136
Escuela Esperanza;-35,41917;-71,641151;Municipal;MAULE;Talca;Urbano;414
Liceo Abate Molina;-35,42189;-71,65868;Municipal;MAULE;Talca;Urbano;1959
Liceo Ignacio Carrera Pinto;-35,4272;-71,6749;Municipal;MAULE;Talca;Urbano;56
Escuela Huilquilemu;-35,460899;-71,578033;Municipal;MAULE;Talca;Rural;205
Escuela Vina Purisima;-35,431179;-71,518204;Municipal;MAULE;Talca;Rural;239
Escuela San Miguel;-35,438499;-71,613609;Municipal;MAULE;Talca;Urbano;307
Liceo Tecnico-Profesional El Sauce;-35,473499;-71,558243;Municipal;MAULE;Talca;Rural;347
Escuela Santa Marta;-35,506222;-71,572189;Municipal;MAULE;Talca;Rural;77
Escuela Panguilemo;-35,36441;-71,588661;Municipal;MAULE;Talca;Urbano;210
Escuela Basica Puertas Negras;-35,47287;-71,606377;Municipal;MAULE;Talca;Urbano;107
Escuela El Oriente;-35,448589;-71,544357;Municipal;MAULE;Talca;Rural;135
Escuela Centinela;-35,381401;-71,562943;Municipal;MAULE;Talca;Rural;88
Escuela Particular Amor De Dios;-35,436489;-71,656433;Part. Subvencionado;MAULE;Talca;Urbano;866
Colegio Monsenor Manuel Larrain;-35,43111;-71,645782;Part. Subvencionado;MAULE;Talca;Urbano;1023
Colegio Integrado San Pio X Sector Pte.;-35,424061;-71,672943;Part. Subvencionado;MAULE;Talca;Urbano;1499
Colegio Maria Raquel;-35,415249;-71,649872;Part. Subvencionado;MAULE;Talca;Urbano;222
Escuela Especial Evangel.Presbiteriana;-35,438118;-71,67435;Part. Subvencionado;MAULE;Talca;Urbano;130
Instituto Andres Bello;-35,430019;-71,663017;Part. Subvencionado;MAULE;Talca;Urbano;1498
Colegio Dario Salas;-35,41238;-71,657333;Part. Subvencionado;MAULE;Talca;Urbano;2294
Colegio Camilo Henriquez;-35,41032;-71,649261;Part. Subvencionado;MAULE;Talca;Urbano;297
Colegio Piaget;-35,431339;-71,664719;Part. Subvencionado;MAULE;Talca;Urbano;971
Liceo Santa Teresita;-35,428841;-71,661247;Part. Subvencionado;MAULE;Talca;Urbano;1073
Centro Educativo Salesianos Talca;-35,428551;-71,660713;Part. Subvencionado;MAULE;Talca;Urbano;2026
Colegio Artistico Del Maule;-35,446388;-71,658234;Part. Subvencionado;MAULE;Talca;Urbano;171
Colegio San Francisco De Asis;-35,428791036621;-71,6684220555041;Part. Subvencionado;MAULE;Talca;Urbano;269
Colegio Juan Ignacio Molina;-35,429111;-71,663063;Part. Subvencionado;MAULE;Talca;Urbano;1197
Liceo De Pelarco;-35,3839;-71,447197;Municipal;MAULE;Pelarco;Urbano;551
Escuela San Rafael;-35,309441;-71,51664;Municipal;MAULE;San Rafael;Urbano;731
Escuela Hernan Ciudad Inostroza;-35,389641;-71,544724;Municipal;MAULE;Pelarco;Rural;264
Escuela Alto Pangue;-35,351479;-71,575073;Municipal;MAULE;San Rafael;Rural;166
Escuela Pablo Correa Montt;-35,3829;-71,3482;Municipal;MAULE;Pelarco;Rural;132
Escuela Flavio Pavez Gonzalez;-35,427422;-71,406693;Municipal;MAULE;Pelarco;Rural;92
Escuela Dante Roncagliolo Bavestrello;-35,33675;-71,514999;Municipal;MAULE;San Rafael;Rural;19
Escuela Pangue Arriba;-35,3378;-71,4359;Municipal;MAULE;San Rafael;Rural;210
Escuela Pangue Abajo;-35,355042;-71,478592;Municipal;MAULE;San Rafael;Rural;28
Escuela El Milagro;-35,294621;-71,425743;Municipal;MAULE;San Rafael;Rural;81
Escuela Wilibaldo Nunez;-35,403542;-71,494476;Municipal;MAULE;Pelarco;Rural;42
Escuela Lihueno;-35,443939;-71,273323;Municipal;MAULE;Pelarco;Rural;21
Escuela Particular San Sebastian;-35,402119;-71,444687;Part. Subvencionado;MAULE;Pelarco;Rural;162
Liceo Bicentenario Agroindustrial Rio Claro;-35,284481;-71,254852;Municipal;MAULE;Río Claro;Urbano;681
Escuela Basica Juan Luis Sanfuentes Andonaegui;-35,220039;-71,431053;Municipal;MAULE;Río Claro;Urbano;231
Escuela El Bolsico;-35,24778;-71,182404;Municipal;MAULE;Río Claro;Rural;28
Escuela Porvenir;-35,161671;-71,286377;Municipal;MAULE;Río Claro;Rural;281
Escuela La Chispa;-35,31712;-71,338654;Municipal;MAULE;Río Claro;Rural;79
Escuela Odessa;-35,218342;-71,255524;Municipal;MAULE;Río Claro;Rural;359
Escuela El Guindo;-35,258301;-71,335098;Municipal;MAULE;Río Claro;Rural;24
Escuela Santa Herminia;-35,223881;-71,347267;Municipal;MAULE;Río Claro;Rural;101
Escuela Casas Viejas;-35,289822;-71,22847;Municipal;MAULE;Río Claro;Rural;46
Escuela Paso Ancho;-35,172837;-71,328248;Municipal;MAULE;Río Claro;Rural;23
Escuela Maitenes;-35,313145;-71,137838;Municipal;MAULE;Río Claro;Rural;44
Liceo San Clemente Entre Rios;-35,5379;-71,4849;Municipal;MAULE;San Clemente;Urbano;702
Escuela San Clemente;-35,5350206;-71,4860655;Municipal;MAULE;San Clemente;Urbano;533
Escuela Arturo Prat Chacon;-35,534271;-71,486839;Municipal;MAULE;San Clemente;Urbano;118
Escuela Aurora;-35,493012;-71,5280249;Municipal;MAULE;San Clemente;Rural;200
Colegio Deidamia Paredes Bello;-35,534382;-71,415863;Municipal;MAULE;San Clemente;Rural;421
Escuela Ramadillas;-35,526131;-71,506973;Municipal;MAULE;San Clemente;Urbano;590
Escuela Punta De Diamante;-35,4946859548318;-71,3217345759343;Municipal;MAULE;San Clemente;Rural;85
Escuela Peumo Negro;-35,448769;-71,414726;Municipal;MAULE;San Clemente;Rural;107
Escuela Corralones;-35,54961;-71,355118;Municipal;MAULE;San Clemente;Rural;146
Escuela Enrique Correa Guzman;-35,490421;-71,210274;Municipal;MAULE;San Clemente;Rural;88
Escuela Leopoldo Guarda Geyntes;-35,592918;-71,370888;Municipal;MAULE;San Clemente;Rural;45
Escuela Bella Union;-35,5749;-71,4985;Municipal;MAULE;San Clemente;Rural;87
Escuela Queri;-35,58828;-71,431976;Municipal;MAULE;San Clemente;Rural;207
Escuela Chequen De La Pena;-35,557121;-71,564438;Municipal;MAULE;San Clemente;Rural;203
Escuela Bajo Lircay;-35,479912;-71,306236;Municipal;MAULE;San Clemente;Rural;52
Escuela Bramadero;-35,60415;-71,30009;Municipal;MAULE;San Clemente;Rural;55
Escuela Corel;-35,5882;-71,2054;Municipal;MAULE;San Clemente;Rural;7
Escuela Elena Burgos Moreira;-35,5102671436767;-71,4772651664558;Municipal;MAULE;San Clemente;Rural;62
Escuela Bajo Perquin;-35,567921;-71,339394;Municipal;MAULE;San Clemente;Rural;89
Escuela San Diego;-35,571941;-71,465492;Municipal;MAULE;San Clemente;Rural;7
Escuela Los Robles De Vilches Centro;-35,562431;-71,20784;Municipal;MAULE;San Clemente;Rural;12
Escuela Paso Nevado;-35,71743;-71,189667;Municipal;MAULE;San Clemente;Rural;56
Escuela Los Montes;-35,577;-71,281;Municipal;MAULE;San Clemente;Rural;163
Escuela Vilches Alto;-35,58102;-71,106178;Municipal;MAULE;San Clemente;Rural;8
Escuela El Colorado;-35,641739;-71,26226;Municipal;MAULE;San Clemente;Rural;109
Escuela Naciones Unidas;-35,815689;-70,812828;Municipal;MAULE;San Clemente;Rural;3
